org_img,image,event,date,second,milisecond,tweek,f_min<2kHz,tweek_sign,cluster
ch2_20141130_093017_098_s131,ch2_20141130_093017_098_s131-S5.jpg,5,20141130_093017,131,989,0,0,0,4
ch2_20141130_093017_098_s139,ch2_20141130_093017_098_s139-S1.jpg,1,20141130_093017,139,505,0,0,0,5
ch2_20141130_093017_098_s139,ch2_20141130_093017_098_s139-S2.jpg,2,20141130_093017,139,538,0,1,0,1
ch2_20141130_093017_098_s139,ch2_20141130_093017_098_s139-S3.jpg,3,20141130_093017,139,562,0,1,0,4
ch2_20141130_093017_098_s139,ch2_20141130_093017_098_s139-S4.jpg,4,20141130_093017,139,611,0,0,0,4
ch2_20141130_093017_098_s22,ch2_20141130_093017_098_s22-S1.jpg,1,20141130_093017,22,315,0,0,0,2
ch2_20141130_093017_098_s22,ch2_20141130_093017_098_s22-S2.jpg,2,20141130_093017,22,403,0,0,0,2
ch2_20141130_093017_098_s35,ch2_20141130_093017_098_s35-S1.jpg,1,20141130_093017,35,79,0,0,0,1
ch2_20141130_093017_098_s35,ch2_20141130_093017_098_s35-S2.jpg,2,20141130_093017,35,87,0,0,0,5
ch2_20141130_093017_098_s35,ch2_20141130_093017_098_s35-S3.jpg,3,20141130_093017,35,130,0,0,0,1
ch2_20141130_093017_098_s62,ch2_20141130_093017_098_s62-S1.jpg,1,20141130_093017,62,234,0,0,0,4
ch2_20141130_093017_098_s62,ch2_20141130_093017_098_s62-S2.jpg,2,20141130_093017,62,564,0,0,0,4
ch2_20141130_093017_098_s7,ch2_20141130_093017_098_s7-S1.jpg,1,20141130_093017,7,476,0,0,0,0
ch2_20141130_093017_098_s7,ch2_20141130_093017_098_s7-S2.jpg,2,20141130_093017,7,523,0,1,0,4
ch2_20141130_093017_098_s7,ch2_20141130_093017_098_s7-S3.jpg,3,20141130_093017,7,542,0,1,0,1
ch2_20141130_093017_098_s7,ch2_20141130_093017_098_s7-S4.jpg,4,20141130_093017,7,557,0,0,0,5
ch2_20141130_093017_098_s7,ch2_20141130_093017_098_s7-S5.jpg,5,20141130_093017,7,612,0,0,0,5
ch2_20141130_093017_098_s7,ch2_20141130_093017_098_s7-S6.jpg,6,20141130_093017,7,714,0,0,0,4
ch2_20141130_093017_098_s95,ch2_20141130_093017_098_s95-S1.jpg,1,20141130_093017,95,534,0,0,0,2
ch2_20141130_093017_098_s95,ch2_20141130_093017_098_s95-S2.jpg,2,20141130_093017,95,589,0,0,0,2
ch2_20141130_093017_098_s99,ch2_20141130_093017_098_s99-S1.jpg,1,20141130_093017,99,10,0,0,0,1
ch2_20141130_093017_098_s99,ch2_20141130_093017_098_s99-S2.jpg,2,20141130_093017,99,514,0,0,0,4
ch2_20141130_093517_238_s105,ch2_20141130_093517_238_s105-S1.jpg,1,20141130_093517,105,527,0,0,0,2
ch2_20141130_093517_238_s114,ch2_20141130_093517_238_s114-S1.jpg,1,20141130_093517,114,291,0,0,0,2
ch2_20141130_093517_238_s13,ch2_20141130_093517_238_s13-S1.jpg,1,20141130_093517,13,427,0,0,0,2
ch2_20141130_093517_238_s13,ch2_20141130_093517_238_s13-S2.jpg,2,20141130_093517,13,505,0,0,0,4
ch2_20141130_093517_238_s13,ch2_20141130_093517_238_s13-S3.jpg,3,20141130_093517,13,531,0,0,0,4
ch2_20141130_093517_238_s13,ch2_20141130_093517_238_s13-S4.jpg,4,20141130_093517,13,545,0,0,0,4
ch2_20141130_093517_238_s13,ch2_20141130_093517_238_s13-S5.jpg,5,20141130_093517,13,642,0,0,0,2
ch2_20141130_093517_238_s13,ch2_20141130_093517_238_s13-S6.jpg,6,20141130_093517,13,832,0,0,0,4
ch2_20141130_093517_238_s22,ch2_20141130_093517_238_s22-S1.jpg,1,20141130_093517,22,726,0,0,0,4
ch2_20141130_093517_238_s22,ch2_20141130_093517_238_s22-S2.jpg,2,20141130_093517,22,833,0,0,0,4
ch2_20141130_093517_238_s23,ch2_20141130_093517_238_s23-S1.jpg,1,20141130_093517,23,885,0,0,0,2
ch2_20141130_093517_238_s29,ch2_20141130_093517_238_s29-S1.jpg,1,20141130_093517,29,768,0,0,0,4
ch2_20141130_093517_238_s29,ch2_20141130_093517_238_s29-S2.jpg,2,20141130_093517,29,882,0,0,0,2
ch2_20141130_093517_238_s42,ch2_20141130_093517_238_s42-S1.jpg,1,20141130_093517,42,49,0,0,0,2
ch2_20141130_093517_238_s52,ch2_20141130_093517_238_s52-S1.jpg,1,20141130_093517,52,348,0,0,0,4
ch2_20141130_093517_238_s52,ch2_20141130_093517_238_s52-S2.jpg,2,20141130_093517,52,590,0,0,0,4
ch2_20141130_093517_238_s98,ch2_20141130_093517_238_s98-S1.jpg,1,20141130_093517,98,74,0,0,0,5
ch2_20141130_093517_238_s98,ch2_20141130_093517_238_s98-S2.jpg,2,20141130_093517,98,665,0,0,0,4
ch2_20141130_093517_238_s98,ch2_20141130_093517_238_s98-S3.jpg,3,20141130_093517,98,681,0,0,0,4
ch2_20141130_093517_238_s98,ch2_20141130_093517_238_s98-S4.jpg,4,20141130_093517,98,695,0,0,0,4
ch2_20141130_093517_238_s98,ch2_20141130_093517_238_s98-S5.jpg,5,20141130_093517,98,714,0,1,0,4
ch2_20141130_094017_381_s106,ch2_20141130_094017_381_s106-S1.jpg,1,20141130_094017,106,608,0,0,0,2
ch2_20141130_094017_381_s106,ch2_20141130_094017_381_s106-S2.jpg,2,20141130_094017,106,647,0,0,0,2
ch2_20141130_094017_381_s111,ch2_20141130_094017_381_s111-S1.jpg,1,20141130_094017,111,209,0,0,0,4
ch2_20141130_094017_381_s118,ch2_20141130_094017_381_s118-S1.jpg,1,20141130_094017,118,626,0,0,0,1
ch2_20141130_094017_381_s119,ch2_20141130_094017_381_s119-S1.jpg,1,20141130_094017,119,267,0,0,0,4
ch2_20141130_094017_381_s119,ch2_20141130_094017_381_s119-S2.jpg,2,20141130_094017,119,342,0,0,0,2
ch2_20141130_094017_381_s26,ch2_20141130_094017_381_s26-S1.jpg,1,20141130_094017,26,499,0,0,0,2
ch2_20141130_094017_381_s26,ch2_20141130_094017_381_s26-S2.jpg,2,20141130_094017,26,612,0,0,0,4
ch2_20141130_094017_381_s45,ch2_20141130_094017_381_s45-S1.jpg,1,20141130_094017,45,209,0,0,0,2
ch2_20141130_094017_381_s49,ch2_20141130_094017_381_s49-S1.jpg,1,20141130_094017,49,969,0,0,0,4
ch2_20141130_094017_381_s63,ch2_20141130_094017_381_s63-S1.jpg,1,20141130_094017,63,20,0,0,0,2
ch2_20141130_094017_381_s63,ch2_20141130_094017_381_s63-S2.jpg,2,20141130_094017,63,90,0,0,0,4
ch2_20141130_094017_381_s7,ch2_20141130_094017_381_s7-S1.jpg,1,20141130_094017,7,866,0,1,0,4
ch2_20141130_094517_520_s101,ch2_20141130_094517_520_s101-S1.jpg,1,20141130_094517,101,801,0,0,0,2
ch2_20141130_094517_520_s125,ch2_20141130_094517_520_s125-S1.jpg,1,20141130_094517,125,71,0,0,0,2
ch2_20141130_094517_520_s125,ch2_20141130_094517_520_s125-S2.jpg,2,20141130_094517,125,386,0,0,0,2
ch2_20141130_094517_520_s32,ch2_20141130_094517_520_s32-S1.jpg,1,20141130_094517,32,120,0,0,0,4
ch2_20141130_094517_520_s32,ch2_20141130_094517_520_s32-S2.jpg,2,20141130_094517,32,232,0,0,0,4
ch2_20141130_094517_520_s32,ch2_20141130_094517_520_s32-S3.jpg,3,20141130_094517,32,249,0,0,0,4
ch2_20141130_094517_520_s38,ch2_20141130_094517_520_s38-S1.jpg,1,20141130_094517,38,324,0,1,0,4
ch2_20141130_094517_520_s54,ch2_20141130_094517_520_s54-S1.jpg,1,20141130_094517,54,27,0,0,0,2
ch2_20141130_094517_520_s54,ch2_20141130_094517_520_s54-S2.jpg,2,20141130_094517,54,401,0,0,0,2
ch2_20141130_094517_520_s56,ch2_20141130_094517_520_s56-S1.jpg,1,20141130_094517,56,923,0,1,0,4
ch2_20141130_094517_520_s56,ch2_20141130_094517_520_s56-S2.jpg,2,20141130_094517,56,939,0,1,0,4
ch2_20141130_094517_520_s89,ch2_20141130_094517_520_s89-S1.jpg,1,20141130_094517,89,724,0,0,0,2
ch2_20141130_094517_520_s89,ch2_20141130_094517_520_s89-S2.jpg,2,20141130_094517,89,949,0,0,0,1
ch2_20141130_094517_520_s93,ch2_20141130_094517_520_s93-S1.jpg,1,20141130_094517,93,15,0,0,0,4
ch2_20141130_095017_660_s113,ch2_20141130_095017_660_s113-S1.jpg,1,20141130_095017,113,312,0,0,0,2
ch2_20141130_095017_660_s118,ch2_20141130_095017_660_s118-S1.jpg,1,20141130_095017,118,374,0,1,0,4
ch2_20141130_095017_660_s118,ch2_20141130_095017_660_s118-S2.jpg,2,20141130_095017,118,420,0,0,0,4
ch2_20141130_095017_660_s118,ch2_20141130_095017_660_s118-S3.jpg,3,20141130_095017,118,840,0,0,0,2
ch2_20141130_095017_660_s139,ch2_20141130_095017_660_s139-S1.jpg,1,20141130_095017,139,74,0,0,0,4
ch2_20141130_095017_660_s139,ch2_20141130_095017_660_s139-S2.jpg,2,20141130_095017,139,199,0,1,0,4
ch2_20141130_095017_660_s15,ch2_20141130_095017_660_s15-S1.jpg,1,20141130_095017,15,215,0,0,0,4
ch2_20141130_095017_660_s35,ch2_20141130_095017_660_s35-S1.jpg,1,20141130_095017,35,85,0,0,0,1
ch2_20141130_095017_660_s5,ch2_20141130_095017_660_s5-S1.jpg,1,20141130_095017,5,559,0,1,0,4
ch2_20141130_095017_660_s5,ch2_20141130_095017_660_s5-S2.jpg,2,20141130_095017,5,830,0,1,0,4
ch2_20141130_095017_660_s62,ch2_20141130_095017_660_s62-S1.jpg,1,20141130_095017,62,572,0,0,0,2
ch2_20141130_095017_660_s62,ch2_20141130_095017_660_s62-S2.jpg,2,20141130_095017,62,961,0,0,0,2
ch2_20141130_095017_660_s70,ch2_20141130_095017_660_s70-S1.jpg,1,20141130_095017,70,188,0,0,0,4
ch2_20141130_095017_660_s70,ch2_20141130_095017_660_s70-S2.jpg,2,20141130_095017,70,992,0,0,0,2
ch2_20141130_095517_810_s101,ch2_20141130_095517_810_s101-S1.jpg,1,20141130_095517,101,465,0,0,0,4
ch2_20141130_095517_810_s12,ch2_20141130_095517_810_s12-S1.jpg,1,20141130_095517,12,486,0,0,0,4
ch2_20141130_095517_810_s12,ch2_20141130_095517_810_s12-S2.jpg,2,20141130_095517,12,581,0,0,0,2
ch2_20141130_095517_810_s120,ch2_20141130_095517_810_s120-S1.jpg,1,20141130_095517,120,251,0,0,0,4
ch2_20141130_095517_810_s120,ch2_20141130_095517_810_s120-S2.jpg,2,20141130_095517,120,311,0,0,0,4
ch2_20141130_095517_810_s120,ch2_20141130_095517_810_s120-S3.jpg,3,20141130_095517,120,761,0,1,0,4
ch2_20141130_095517_810_s135,ch2_20141130_095517_810_s135-S1.jpg,1,20141130_095517,135,415,0,0,0,4
ch2_20141130_095517_810_s5,ch2_20141130_095517_810_s5-S1.jpg,1,20141130_095517,5,310,0,0,0,4
ch2_20141130_095517_810_s5,ch2_20141130_095517_810_s5-S2.jpg,2,20141130_095517,5,604,0,0,0,5
ch2_20141130_095517_810_s5,ch2_20141130_095517_810_s5-S3.jpg,3,20141130_095517,5,909,0,0,0,4
ch2_20141130_095517_810_s56,ch2_20141130_095517_810_s56-S1.jpg,1,20141130_095517,56,72,0,0,0,2
ch2_20141130_095517_810_s56,ch2_20141130_095517_810_s56-S2.jpg,2,20141130_095517,56,350,0,0,0,4
ch2_20141130_095517_810_s56,ch2_20141130_095517_810_s56-S3.jpg,3,20141130_095517,56,361,0,0,0,4
ch2_20141130_095517_810_s57,ch2_20141130_095517_810_s57-S1.jpg,1,20141130_095517,57,374,0,0,0,5
ch2_20141130_095517_810_s67,ch2_20141130_095517_810_s67-S1.jpg,1,20141130_095517,67,735,0,0,0,2
ch2_20141130_095517_810_s98,ch2_20141130_095517_810_s98-S1.jpg,1,20141130_095517,98,186,0,0,0,2
ch2_20141130_100017_955_s100,ch2_20141130_100017_955_s100-S1.jpg,1,20141130_100017,100,697,0,0,0,1
ch2_20141130_100017_955_s102,ch2_20141130_100017_955_s102-S1.jpg,1,20141130_100017,102,106,0,0,0,5
ch2_20141130_100017_955_s102,ch2_20141130_100017_955_s102-S2.jpg,2,20141130_100017,102,139,0,0,0,4
ch2_20141130_100017_955_s102,ch2_20141130_100017_955_s102-S3.jpg,3,20141130_100017,102,277,0,0,0,4
ch2_20141130_100017_955_s102,ch2_20141130_100017_955_s102-S4.jpg,4,20141130_100017,102,425,0,0,0,4
ch2_20141130_100017_955_s102,ch2_20141130_100017_955_s102-S5.jpg,5,20141130_100017,102,453,0,1,0,5
ch2_20141130_100017_955_s102,ch2_20141130_100017_955_s102-S6.jpg,6,20141130_100017,102,468,0,1,0,4
ch2_20141130_100017_955_s102,ch2_20141130_100017_955_s102-S7.jpg,7,20141130_100017,102,510,0,1,0,1
ch2_20141130_100017_955_s102,ch2_20141130_100017_955_s102-S8.jpg,8,20141130_100017,102,744,0,0,0,2
ch2_20141130_100017_955_s124,ch2_20141130_100017_955_s124-S1.jpg,1,20141130_100017,124,55,0,0,0,1
ch2_20141130_100017_955_s124,ch2_20141130_100017_955_s124-S2.jpg,2,20141130_100017,124,77,0,0,0,4
ch2_20141130_100017_955_s124,ch2_20141130_100017_955_s124-S3.jpg,3,20141130_100017,124,871,0,0,0,2
ch2_20141130_100017_955_s29,ch2_20141130_100017_955_s29-S1.jpg,1,20141130_100017,29,72,0,0,0,1
ch2_20141130_100017_955_s57,ch2_20141130_100017_955_s57-S1.jpg,1,20141130_100017,57,891,0,1,0,4
ch2_20141130_100017_955_s6,ch2_20141130_100017_955_s6-S1.jpg,1,20141130_100017,6,327,0,0,0,1
ch2_20141130_100017_955_s6,ch2_20141130_100017_955_s6-S2.jpg,2,20141130_100017,6,782,0,1,0,5
ch2_20141130_100017_955_s64,ch2_20141130_100017_955_s64-S1.jpg,1,20141130_100017,64,662,0,0,0,1
ch2_20141130_100017_955_s64,ch2_20141130_100017_955_s64-S2.jpg,2,20141130_100017,64,707,0,0,0,4
ch2_20141130_100017_955_s64,ch2_20141130_100017_955_s64-S3.jpg,3,20141130_100017,64,738,0,1,0,1
ch2_20141130_100017_955_s74,ch2_20141130_100017_955_s74-S1.jpg,1,20141130_100017,74,181,0,0,0,5
ch2_20141130_100017_955_s74,ch2_20141130_100017_955_s74-S2.jpg,2,20141130_100017,74,260,0,1,0,1
ch2_20141130_100017_955_s74,ch2_20141130_100017_955_s74-S3.jpg,3,20141130_100017,74,300,0,0,0,2
ch2_20141130_100017_955_s74,ch2_20141130_100017_955_s74-S4.jpg,4,20141130_100017,74,450,0,0,0,5
ch2_20141130_100017_955_s94,ch2_20141130_100017_955_s94-S1.jpg,1,20141130_100017,94,802,0,0,0,1
ch2_20141130_100518_094_s102,ch2_20141130_100518_094_s102-S1.jpg,1,20141130_100518,102,98,0,1,0,4
ch2_20141130_100518_094_s102,ch2_20141130_100518_094_s102-S2.jpg,2,20141130_100518,102,458,0,0,0,2
ch2_20141130_100518_094_s115,ch2_20141130_100518_094_s115-S1.jpg,1,20141130_100518,115,61,0,0,0,2
ch2_20141130_100518_094_s123,ch2_20141130_100518_094_s123-S1.jpg,1,20141130_100518,123,67,0,0,0,5
ch2_20141130_100518_094_s123,ch2_20141130_100518_094_s123-S2.jpg,2,20141130_100518,123,83,0,0,0,5
ch2_20141130_100518_094_s123,ch2_20141130_100518_094_s123-S3.jpg,3,20141130_100518,123,113,0,0,0,5
ch2_20141130_100518_094_s139,ch2_20141130_100518_094_s139-S1.jpg,1,20141130_100518,139,235,0,1,0,1
ch2_20141130_100518_094_s139,ch2_20141130_100518_094_s139-S2.jpg,2,20141130_100518,139,334,0,1,0,4
ch2_20141130_100518_094_s139,ch2_20141130_100518_094_s139-S3.jpg,3,20141130_100518,139,695,0,0,0,4
ch2_20141130_100518_094_s139,ch2_20141130_100518_094_s139-S4.jpg,4,20141130_100518,139,725,0,0,0,4
ch2_20141130_100518_094_s48,ch2_20141130_100518_094_s48-S1.jpg,1,20141130_100518,48,6,0,1,0,1
ch2_20141130_100518_094_s48,ch2_20141130_100518_094_s48-S2.jpg,2,20141130_100518,48,971,0,0,0,2
ch2_20141130_100518_094_s54,ch2_20141130_100518_094_s54-S1.jpg,1,20141130_100518,54,765,0,0,0,4
ch2_20141130_100518_094_s54,ch2_20141130_100518_094_s54-S2.jpg,2,20141130_100518,54,863,0,0,0,5
ch2_20141130_100518_094_s55,ch2_20141130_100518_094_s55-S1.jpg,1,20141130_100518,55,55,0,0,0,5
ch2_20141130_100518_094_s68,ch2_20141130_100518_094_s68-S1.jpg,1,20141130_100518,68,191,0,0,0,4
ch2_20141130_100518_094_s68,ch2_20141130_100518_094_s68-S2.jpg,2,20141130_100518,68,344,0,0,0,5
ch2_20141130_100518_094_s94,ch2_20141130_100518_094_s94-S1.jpg,1,20141130_100518,94,275,0,0,0,1
ch2_20141130_101018_236_s109,ch2_20141130_101018_236_s109-S1.jpg,1,20141130_101018,109,110,0,1,0,1
ch2_20141130_101018_236_s27,ch2_20141130_101018_236_s27-S1.jpg,1,20141130_101018,27,461,0,0,0,1
ch2_20141130_101018_236_s27,ch2_20141130_101018_236_s27-S2.jpg,2,20141130_101018,27,873,0,0,0,2
ch2_20141130_101018_236_s61,ch2_20141130_101018_236_s61-S1.jpg,1,20141130_101018,61,48,0,0,0,5
ch2_20141130_101018_236_s61,ch2_20141130_101018_236_s61-S2.jpg,2,20141130_101018,61,71,0,0,0,2
ch2_20141130_101018_236_s77,ch2_20141130_101018_236_s77-S1.jpg,1,20141130_101018,77,344,0,1,0,1
ch2_20141130_101018_236_s77,ch2_20141130_101018_236_s77-S2.jpg,2,20141130_101018,77,714,0,0,0,2
ch2_20141130_101018_236_s8,ch2_20141130_101018_236_s8-S1.jpg,1,20141130_101018,8,783,0,1,0,1
ch2_20141130_101018_236_s8,ch2_20141130_101018_236_s8-S2.jpg,2,20141130_101018,8,797,0,1,0,4
ch2_20141130_101018_236_s96,ch2_20141130_101018_236_s96-S1.jpg,1,20141130_101018,96,6,0,1,0,4
ch2_20141130_101018_236_s96,ch2_20141130_101018_236_s96-S2.jpg,2,20141130_101018,96,20,0,0,0,4
ch2_20141130_101518_378_s103,ch2_20141130_101518_378_s103-S1.jpg,1,20141130_101518,103,382,0,0,0,1
ch2_20141130_101518_378_s103,ch2_20141130_101518_378_s103-S2.jpg,2,20141130_101518,103,405,0,1,0,6
ch2_20141130_101518_378_s103,ch2_20141130_101518_378_s103-S3.jpg,3,20141130_101518,103,417,0,0,0,4
ch2_20141130_101518_378_s103,ch2_20141130_101518_378_s103-S4.jpg,4,20141130_101518,103,430,0,1,0,4
ch2_20141130_101518_378_s103,ch2_20141130_101518_378_s103-S5.jpg,5,20141130_101518,103,477,0,1,0,4
ch2_20141130_101518_378_s103,ch2_20141130_101518_378_s103-S6.jpg,6,20141130_101518,103,559,0,0,0,4
ch2_20141130_101518_378_s103,ch2_20141130_101518_378_s103-S7.jpg,7,20141130_101518,103,685,0,0,0,4
ch2_20141130_101518_378_s103,ch2_20141130_101518_378_s103-S8.jpg,8,20141130_101518,103,738,0,0,0,4
ch2_20141130_101518_378_s103,ch2_20141130_101518_378_s103-S9.jpg,9,20141130_101518,103,773,0,0,0,4
ch2_20141130_101518_378_s107,ch2_20141130_101518_378_s107-S1.jpg,1,20141130_101518,107,239,0,1,0,1
ch2_20141130_101518_378_s107,ch2_20141130_101518_378_s107-S2.jpg,2,20141130_101518,107,407,0,0,0,4
ch2_20141130_101518_378_s133,ch2_20141130_101518_378_s133-S1.jpg,1,20141130_101518,133,300,0,0,0,5
ch2_20141130_101518_378_s133,ch2_20141130_101518_378_s133-S2.jpg,2,20141130_101518,133,390,0,1,0,4
ch2_20141130_101518_378_s133,ch2_20141130_101518_378_s133-S3.jpg,3,20141130_101518,133,426,0,1,0,1
ch2_20141130_101518_378_s20,ch2_20141130_101518_378_s20-S1.jpg,1,20141130_101518,20,382,0,1,0,1
ch2_20141130_101518_378_s20,ch2_20141130_101518_378_s20-S2.jpg,2,20141130_101518,20,635,0,1,0,4
ch2_20141130_101518_378_s20,ch2_20141130_101518_378_s20-S3.jpg,3,20141130_101518,20,688,0,1,0,4
ch2_20141130_101518_378_s31,ch2_20141130_101518_378_s31-S1.jpg,1,20141130_101518,31,69,0,1,0,4
ch2_20141130_101518_378_s37,ch2_20141130_101518_378_s37-S1.jpg,1,20141130_101518,37,469,0,0,0,2
ch2_20141130_101518_378_s4,ch2_20141130_101518_378_s4-S1.jpg,1,20141130_101518,4,483,0,0,0,5
ch2_20141130_101518_378_s4,ch2_20141130_101518_378_s4-S2.jpg,2,20141130_101518,4,800,0,1,0,5
ch2_20141130_101518_378_s4,ch2_20141130_101518_378_s4-S3.jpg,3,20141130_101518,4,820,0,0,0,4
ch2_20141130_101518_378_s91,ch2_20141130_101518_378_s91-S1.jpg,1,20141130_101518,91,356,0,1,0,4
ch2_20141130_101518_378_s92,ch2_20141130_101518_378_s92-S1.jpg,1,20141130_101518,92,50,0,1,0,1
ch2_20141130_102018_518_s107,ch2_20141130_102018_518_s107-S1.jpg,1,20141130_102018,107,607,0,0,0,1
ch2_20141130_102018_518_s113,ch2_20141130_102018_518_s113-S1.jpg,1,20141130_102018,113,172,0,1,0,1
ch2_20141130_102018_518_s113,ch2_20141130_102018_518_s113-S2.jpg,2,20141130_102018,113,235,0,0,0,4
ch2_20141130_102018_518_s137,ch2_20141130_102018_518_s137-S1.jpg,1,20141130_102018,137,450,0,0,0,2
ch2_20141130_102018_518_s142,ch2_20141130_102018_518_s142-S1.jpg,1,20141130_102018,142,227,0,0,0,2
ch2_20141130_102018_518_s142,ch2_20141130_102018_518_s142-S2.jpg,2,20141130_102018,142,301,0,0,0,2
ch2_20141130_102018_518_s26,ch2_20141130_102018_518_s26-S1.jpg,1,20141130_102018,26,597,0,0,0,5
ch2_20141130_102018_518_s29,ch2_20141130_102018_518_s29-S1.jpg,1,20141130_102018,29,68,0,0,0,2
ch2_20141130_102018_518_s29,ch2_20141130_102018_518_s29-S2.jpg,2,20141130_102018,29,258,0,0,0,2
ch2_20141130_102018_518_s56,ch2_20141130_102018_518_s56-S1.jpg,1,20141130_102018,56,817,0,1,0,4
ch2_20141130_102018_518_s56,ch2_20141130_102018_518_s56-S2.jpg,2,20141130_102018,56,844,0,1,0,4
ch2_20141130_102018_518_s64,ch2_20141130_102018_518_s64-S1.jpg,1,20141130_102018,64,423,0,0,0,1
ch2_20141130_102018_518_s64,ch2_20141130_102018_518_s64-S2.jpg,2,20141130_102018,64,507,0,0,0,4
ch2_20141130_102018_518_s86,ch2_20141130_102018_518_s86-S1.jpg,1,20141130_102018,86,217,0,1,0,4
ch2_20141130_102018_518_s86,ch2_20141130_102018_518_s86-S2.jpg,2,20141130_102018,86,498,0,0,0,1
ch2_20141130_102018_518_s86,ch2_20141130_102018_518_s86-S3.jpg,3,20141130_102018,86,562,0,1,0,4
ch2_20141130_102018_518_s86,ch2_20141130_102018_518_s86-S4.jpg,4,20141130_102018,86,952,0,1,0,4
ch2_20141130_102518_658_s10,ch2_20141130_102518_658_s10-S1.jpg,1,20141130_102518,10,327,0,0,0,2
ch2_20141130_102518_658_s10,ch2_20141130_102518_658_s10-S2.jpg,2,20141130_102518,10,581,0,1,0,1
ch2_20141130_102518_658_s10,ch2_20141130_102518_658_s10-S3.jpg,3,20141130_102518,10,609,0,0,0,4
ch2_20141130_102518_658_s10,ch2_20141130_102518_658_s10-S4.jpg,4,20141130_102518,10,790,0,1,0,4
ch2_20141130_102518_658_s116,ch2_20141130_102518_658_s116-S1.jpg,1,20141130_102518,116,48,0,0,0,5
ch2_20141130_102518_658_s116,ch2_20141130_102518_658_s116-S2.jpg,2,20141130_102518,116,65,0,0,0,5
ch2_20141130_102518_658_s120,ch2_20141130_102518_658_s120-S1.jpg,1,20141130_102518,120,694,0,0,0,6
ch2_20141130_102518_658_s19,ch2_20141130_102518_658_s19-S1.jpg,1,20141130_102518,19,291,0,0,0,2
ch2_20141130_102518_658_s19,ch2_20141130_102518_658_s19-S2.jpg,2,20141130_102518,19,336,0,1,0,3
ch2_20141130_102518_658_s37,ch2_20141130_102518_658_s37-S1.jpg,1,20141130_102518,37,505,0,0,0,4
ch2_20141130_102518_658_s37,ch2_20141130_102518_658_s37-S2.jpg,2,20141130_102518,37,813,0,1,0,1
ch2_20141130_102518_658_s54,ch2_20141130_102518_658_s54-S1.jpg,1,20141130_102518,54,655,0,0,0,2
ch2_20141130_102518_658_s59,ch2_20141130_102518_658_s59-S1.jpg,1,20141130_102518,59,802,0,1,0,1
ch2_20141130_102518_658_s59,ch2_20141130_102518_658_s59-S2.jpg,2,20141130_102518,59,816,0,0,0,5
ch2_20141130_102518_658_s77,ch2_20141130_102518_658_s77-S1.jpg,1,20141130_102518,77,124,0,1,0,4
ch2_20141130_102518_658_s77,ch2_20141130_102518_658_s77-S2.jpg,2,20141130_102518,77,183,0,1,0,4
ch2_20141130_102518_658_s77,ch2_20141130_102518_658_s77-S3.jpg,3,20141130_102518,77,389,0,1,0,1
ch2_20141130_102518_658_s77,ch2_20141130_102518_658_s77-S4.jpg,4,20141130_102518,77,398,0,0,0,0
ch2_20141130_102518_658_s77,ch2_20141130_102518_658_s77-S5.jpg,5,20141130_102518,77,405,0,0,0,3
ch2_20141130_102518_658_s77,ch2_20141130_102518_658_s77-S6.jpg,6,20141130_102518,77,554,0,0,0,4
ch2_20141130_102518_658_s77,ch2_20141130_102518_658_s77-S7.jpg,7,20141130_102518,77,578,0,0,0,4
ch2_20141130_102518_658_s77,ch2_20141130_102518_658_s77-S8.jpg,8,20141130_102518,77,663,0,1,0,4
ch2_20141130_102518_658_s77,ch2_20141130_102518_658_s77-S9.jpg,9,20141130_102518,77,968,0,0,0,4
ch2_20141130_102518_658_s94,ch2_20141130_102518_658_s94-S1.jpg,1,20141130_102518,94,140,0,0,0,4
ch2_20141130_102518_658_s94,ch2_20141130_102518_658_s94-S2.jpg,2,20141130_102518,94,154,0,1,0,4
ch2_20141130_102518_658_s94,ch2_20141130_102518_658_s94-S3.jpg,3,20141130_102518,94,890,0,1,0,5
ch2_20141130_103018_802_s131,ch2_20141130_103018_802_s131-S1.jpg,1,20141130_103018,131,253,0,0,0,2
ch2_20141130_103018_802_s131,ch2_20141130_103018_802_s131-S2.jpg,2,20141130_103018,131,305,0,0,0,4
ch2_20141130_103018_802_s131,ch2_20141130_103018_802_s131-S3.jpg,3,20141130_103018,131,319,0,0,0,4
ch2_20141130_103018_802_s131,ch2_20141130_103018_802_s131-S4.jpg,4,20141130_103018,131,336,0,1,0,1
ch2_20141130_103018_802_s131,ch2_20141130_103018_802_s131-S5.jpg,5,20141130_103018,131,435,0,1,0,4
ch2_20141130_103018_802_s131,ch2_20141130_103018_802_s131-S6.jpg,6,20141130_103018,131,774,0,0,0,4
ch2_20141130_103018_802_s36,ch2_20141130_103018_802_s36-S1.jpg,1,20141130_103018,36,903,0,0,0,4
ch2_20141130_103018_802_s62,ch2_20141130_103018_802_s62-S1.jpg,1,20141130_103018,62,224,0,0,0,5
ch2_20141130_103018_802_s64,ch2_20141130_103018_802_s64-S1.jpg,1,20141130_103018,64,263,0,0,0,5
ch2_20141130_103018_802_s64,ch2_20141130_103018_802_s64-S2.jpg,2,20141130_103018,64,515,0,0,0,4
ch2_20141130_103018_802_s64,ch2_20141130_103018_802_s64-S3.jpg,3,20141130_103018,64,583,0,0,0,4
ch2_20141130_103018_802_s64,ch2_20141130_103018_802_s64-S4.jpg,4,20141130_103018,64,784,0,0,0,4
